visual_id,legacy_feature_id,feature_id,working_feature_ids,feature_link_status,feature_link_evidence,module,route_name,route_path,role,site_scope,viewport,state,pattern_type,component_anchor,implementation,trigger,screenshot,internal_baseline,classification,observed_notes,finding_ids
VIS-004097,FLEET-WORK-ORDER,FLEET-WORK-ORDER,FLEET-WORK-ORDER,exact_working_key,legacy feature_id exactly equals final working key FLEET-WORK-ORDER,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/maintenance/work-orders/index.tsx:618:17,WorkOrderCreateWizard,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":25,""element"":""HeroActionButton"",""file"":""resources/js/pages/fleet-assets/maintenance/work-orders/index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":315,""setter"":""setWizardOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004098,FLEET-WORK-ORDER,FLEET-WORK-ORDER,FLEET-WORK-ORDER,exact_working_key,legacy feature_id exactly equals final working key FLEET-WORK-ORDER,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/maintenance/work-orders/show.tsx:315:17,ConfirmDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""child_trigger"":null,""file"":""resources/js/pages/fleet-assets/maintenance/work-orders/show.tsx"",""handler"":""handleUpdate"",""handler_line"":87,""kind"":""named_state_open_handler"",""open_line"":316,""setter"":""setShowCancelConfirm"",""setter_line"":90,""source_sha256"":""15ffabd73537736da9273649135f095d0edf0f10a4ff6b16b28c0d525d37e8c9"",""state_identifier"":""showCancelConfirm"",""state_line"":85,""trigger_line"":270}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004099,FLEET-MILEAGE,FLEET-MILEAGE,FLEET-MILEAGE,exact_working_key,legacy feature_id exactly equals final working key FLEET-MILEAGE,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/mileage/index.tsx:517:17,MileageClaimWizard,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":25,""element"":""Button"",""file"":""resources/js/pages/fleet-assets/mileage/index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":245,""setter"":""setWizardOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004100,FLEET-OUTING,FLEET-OUTING,FLEET-OUTING,exact_working_key,legacy feature_id exactly equals final working key FLEET-OUTING,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/outings/show.tsx:524:17,ConfirmDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""Button"",""file"":""resources/js/pages/fleet-assets/outings/show.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":194,""setter"":""setShowCancelDialog""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004101,FLEET-RESIDENT-TRACKING,CAP-FLEET-RESIDENT-TRACKING-ASSIGNMENT,CAP-FLEET-RESIDENT-TRACKING-ASSIGNMENT,custom_component_exact_route_actions,custom component usage; exact JSX callsite resources/js/pages/fleet-assets/resident-tracking/index.tsx:1378:21 resolves uniquely to named component AssignTrackerDialog at resources/js/pages/fleet-assets/resident-tracking/index.tsx:485-743; complete component mutation set resolves to inventory route(s) ROUTE-0817|ROUTE-0819; every inventory working target and manifest route relation uniquely equals CAP-FLEET-RESIDENT-TRACKING-ASSIGNMENT; current backend action(s) App\Http\Controllers\FleetAssets\ResidentTrackingController@unassign|App\Http\Controllers\FleetAssets\ResidentTrackingController@assign have current controller method declarations; no indirect or delegated mutation transport occurs in the component scope; assigned without source-family or shared-page inheritance,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/resident-tracking/index.tsx:1378:21,AssignTrackerDialog,unresolved or blocked static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Blocked,"Classifier sync: class=controlled_without_resolved_activator; resolution=unresolved; evidence=[]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004102,FLEET-FLEET-TRIP,CAP-FLEET-TRIP-LIFECYCLE,CAP-FLEET-TRIP-LIFECYCLE,component_callback_exact_route_action,"exact component ownership; anchor resources/js/pages/fleet-assets/trips/playback.tsx:321:13 binds pinned source resources/js/pages/fleet-assets/trips/playback.tsx scope function FleetTripPlayback:53-340; onConfirm={handleClose}:324; handleClose:81; exact route(s) ROUTE-0849; every inventory working target and manifest route relation uniquely equals CAP-FLEET-TRIP-LIFECYCLE; backend action(s) App\Http\Controllers\Fleet\FleetTripController@close have current controller method declarations; assigned without source-family, shared-page, runtime or classification inheritance",Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/trips/playback.tsx:321:13,ConfirmDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":33,""element"":""Button"",""file"":""resources/js/pages/fleet-assets/trips/playback.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":153,""setter"":""setConfirmClose""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004103,FLEET-FLEET-TRIP,CAP-FLEET-TRIP-LIFECYCLE,CAP-FLEET-TRIP-LIFECYCLE,component_callback_exact_route_action,"exact component ownership; anchor resources/js/pages/fleet-assets/trips/playback.tsx:330:13 binds pinned source resources/js/pages/fleet-assets/trips/playback.tsx scope function FleetTripPlayback:53-340; onConfirm={handleDelete}:333; handleDelete:89; exact route(s) ROUTE-0846; every inventory working target and manifest route relation uniquely equals CAP-FLEET-TRIP-LIFECYCLE; backend action(s) App\Http\Controllers\Fleet\FleetTripController@destroy have current controller method declarations; assigned without source-family, shared-page, runtime or classification inheritance",Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/trips/playback.tsx:330:13,ConfirmDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":33,""element"":""Button"",""file"":""resources/js/pages/fleet-assets/trips/playback.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":164,""setter"":""setConfirmDelete""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004104,FLEET-VEHICLE,CAP-FLEET-VEHICLE-REGISTER,CAP-FLEET-VEHICLE-REGISTER,split_family_exact_page,split source family FLEET-VEHICLE; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0262; page targets=CAP-FLEET-VEHICLE-REGISTER; shared family envelope not promoted,Fleet and vehicles,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/fleet-assets/vehicles/show.tsx:738:21,ConfirmDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":41,""element"":""Button"",""file"":""resources/js/pages/fleet-assets/vehicles/show.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":398,""setter"":""setShowRemoveDriverDialog""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004105,GOV-CEO-BOARD-REPORT,CAP-GOV-CEO-REPORT-AUTHORING,CAP-GOV-CEO-REPORT-AUTHORING,split_family_exact_page,split source family GOV-CEO-BOARD-REPORT; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0275; page targets=CAP-GOV-CEO-REPORT-AUTHORING; shared family envelope not promoted,Governance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/Governance/CeoReports/Index.tsx:152:9,CeoReportDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":15,""element"":""Button"",""file"":""resources/js/pages/Governance/CeoReports/Index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":144,""setter"":""setNewOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004106,GOV-CEO-BOARD-REPORT,,CAP-GOV-CEO-REPORT-ATTACHMENT-DOWNLOAD|CAP-GOV-CEO-REPORT-AUTHORING|CAP-GOV-CEO-REPORT-KPI-SNAPSHOT-API|CAP-GOV-CEO-REPORT-SUBMISSION-PRESENTATION,unresolved_split_family_page_ambiguous,split source family GOV-CEO-BOARD-REPORT; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0276; page targets=CAP-GOV-CEO-REPORT-ATTACHMENT-DOWNLOAD|CAP-GOV-CEO-REPORT-AUTHORING|CAP-GOV-CEO-REPORT-KPI-SNAPSHOT-API|CAP-GOV-CEO-REPORT-SUBMISSION-PRESENTATION; shared family envelope not promoted,Governance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/Governance/CeoReports/Show.tsx:503:21,CeoReportDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""Button"",""file"":""resources/js/pages/Governance/CeoReports/Show.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":476,""setter"":""setEditOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004107,CAP-GOV-GOVERNANCE-MEETING-ATTENDANCE-RSVP,CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE,CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE,custom_component_exact_route_actions,Wave-8 exact overlay ownership: NewResolutionDialog:257; form.post:313; audited source SHA-256 1e817707e6e5b8063d9aeb2350e6467b9952329bc4060374153fc4ccf3e4e0ca; exact route(s) ROUTE-0989; every selected route/action target equals CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE; controller action(s) App\Domain\Governance\Http\Controllers\ResolutionController@store. Final-ID lineage only; classification unchanged.,Governance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/Governance/Meetings/Show.tsx:424:11,NewResolutionDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":23,""element"":""Button"",""file"":""resources/js/pages/Governance/Meetings/Show.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":882,""setter"":""setNewResolutionOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004108,GOV-BOARD-PACK,CAP-GOV-BOARD-PACK-ASSEMBLY,CAP-GOV-BOARD-PACK-ASSEMBLY,split_family_exact_page,split source family GOV-BOARD-PACK; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0301; page targets=CAP-GOV-BOARD-PACK-ASSEMBLY; shared family envelope not promoted,Governance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/Governance/Packs/Index.tsx:90:11,GenerateBoardPackDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":17,""element"":""Button"",""file"":""resources/js/pages/Governance/Packs/Index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":80,""setter"":""setGenerateOpen""},{""column"":19,""element"":""Button"",""file"":""resources/js/pages/Governance/Packs/Index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":121,""setter"":""setGenerateOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004109,CAP-GOV-RESOLUTION-DRAFT-EVIDENCE,CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE,CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE,global_exact_page,legacy feature_id CAP-GOV-RESOLUTION-DRAFT-EVIDENCE has no exact final key or retained source-family lineage; global exact inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0318; page targets=CAP-GOV-RESOLUTION-AUTHORING-EVIDENCE; unique exact target relation promoted without family inheritance,Governance,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/Governance/Resolutions/Index.tsx:84:11,NewResolutionDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":15,""element"":""Button"",""file"":""resources/js/pages/Governance/Resolutions/Index.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":76,""setter"":""setNewResolutionOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004110,CLIN-HEALTH-CLINICAL-DASHBOARD,CAP-CLIN-ASSESSMENT-REGISTER,CAP-CLIN-ASSESSMENT-REGISTER,split_family_exact_page,split source family CLIN-HEALTH-CLINICAL-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0338; page targets=CAP-CLIN-ASSESSMENT-REGISTER; shared family envelope not promoted,Health and clinical,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/Assessments.tsx:252:13,RecordAssessmentDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":21,""element"":""Button"",""file"":""resources/js/pages/health-clinical/Assessments.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":123,""setter"":""setRecordOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004111,CLIN-HEALTH-CLINICAL-DASHBOARD,CAP-CLIN-BEHAVIOUR-REGISTER,CAP-CLIN-BEHAVIOUR-REGISTER,split_family_exact_page,split source family CLIN-HEALTH-CLINICAL-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0339; page targets=CAP-CLIN-BEHAVIOUR-REGISTER; shared family envelope not promoted,Health and clinical,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/Behaviour.tsx:265:13,RecordAbcDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":21,""element"":""Button"",""file"":""resources/js/pages/health-clinical/Behaviour.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":162,""setter"":""setRecordOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004112,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,exact_working_key,legacy feature_id exactly equals final working key CAP-OPS-CLIENT-PHOTOS-GALLERY,Operations and rostering,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/client-clinical-launchers.tsx:83:13,RecordObservationDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":17,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/client-clinical-launchers.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":68,""setter"":""setObsOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004113,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,exact_working_key,legacy feature_id exactly equals final working key CAP-OPS-CLIENT-PHOTOS-GALLERY,Operations and rostering,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/client-clinical-launchers.tsx:90:13,RecordEventDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":17,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/client-clinical-launchers.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":73,""setter"":""setEventOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004114,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,CAP-OPS-CLIENT-PHOTOS-GALLERY,exact_working_key,legacy feature_id exactly equals final working key CAP-OPS-CLIENT-PHOTOS-GALLERY,Operations and rostering,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/client-clinical-launchers.tsx:96:13,RecordAssessmentDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":17,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/client-clinical-launchers.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":78,""setter"":""setAssessmentOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004115,CLIN-HEALTH-CLINICAL-DASHBOARD,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,split_family_global_exact_page,split source family CLIN-HEALTH-CLINICAL-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0344; page targets=none; shared family envelope not promoted; global route targets=none; global page targets=CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE; unique exact current target relation promoted outside the stale family envelope,Health and clinical,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/health-clinical-shell.tsx:404:13,RecordObservationDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/health-clinical-shell.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":292,""setter"":""setObsOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004116,CLIN-HEALTH-CLINICAL-DASHBOARD,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,split_family_global_exact_page,split source family CLIN-HEALTH-CLINICAL-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0344; page targets=none; shared family envelope not promoted; global route targets=none; global page targets=CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE; unique exact current target relation promoted outside the stale family envelope,Health and clinical,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/health-clinical-shell.tsx:409:13,RecordEventDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/health-clinical-shell.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":301,""setter"":""setEventOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004117,CLIN-HEALTH-CLINICAL-DASHBOARD,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE,split_family_global_exact_page,split source family CLIN-HEALTH-CLINICAL-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0344; page targets=none; shared family envelope not promoted; global route targets=none; global page targets=CAP-CLIN-PROTOCOL-DEFINITION-LIFECYCLE; unique exact current target relation promoted outside the stale family envelope,Health and clinical,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-clinical/components/health-clinical-shell.tsx:410:13,RecordAbcDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""Button"",""file"":""resources/js/pages/health-clinical/components/health-clinical-shell.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":311,""setter"":""setAbcOpen""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004118,HS-HEALTH-SAFETY-DASHBOARD,,CAP-HS-ANALYTICS|CAP-HS-ANALYTICS-EXPORT|CAP-HS-COMMAND-CENTRE,unresolved_split_family_page_ambiguous,split source family HS-HEALTH-SAFETY-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0362; page targets=CAP-HS-ANALYTICS|CAP-HS-ANALYTICS-EXPORT; shared family envelope not promoted,Health and safety,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-safety/analytics.tsx:843:22,DrillModal,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""credit_boundary"":""static pairing only"",""file"":""resources/js/pages/health-safety/analytics.tsx"",""kind"":""named_state_open_handler"",""setter"":""setDrill"",""source_sha256"":""ce3a441569662d3eadf49b90702fd6d23a8b4e9095daffd6487733b97c5e894a"",""state_identifier"":""drill"",""static_chain"":""state 536; openDrill/setter 569; direct menu 574; render 843""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004119,HS-HEALTH-SAFETY-DASHBOARD,,CAP-HS-ANALYTICS|CAP-HS-ANALYTICS-EXPORT|CAP-HS-COMMAND-CENTRE,unresolved_split_source_family,split source family HS-HEALTH-SAFETY-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0375; page targets=none; shared family envelope not promoted,Health and safety,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-safety/components/worklists.tsx:547:23,HsDetailDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""column"":37,""element"":""button"",""file"":""resources/js/pages/health-safety/components/worklists.tsx"",""handler"":""onClick"",""kind"":""direct_state_open_handler"",""line"":502,""setter"":""setDetail""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",
VIS-004120,HS-HS-EVENT,CAP-HS-CORRECTIVE-ACTION-DELIVERY-CLOSURE,CAP-HS-CORRECTIVE-ACTION-DELIVERY-CLOSURE,split_family_exact_page,split source family HS-HS-EVENT; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0376; page targets=CAP-HS-CORRECTIVE-ACTION-DELIVERY-CLOSURE; shared family envelope not promoted,Health and safety,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-safety/corrective-actions/index.tsx:479:17,EventDetailDialog,source-inferred trigger candidate; not exactly paired,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=internal_state_trigger_candidate; resolution=source_inferred_not_exactly_paired; evidence=[{""file"":""resources/js/components/health-safety/event-detail-dialog.tsx"",""kind"":""local_state_and_interaction_handler_in_definition"",""line"":300}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",VIS-OVERLAY-FOCUS-01
VIS-004121,HS-HEALTH-SAFETY-DASHBOARD,CAP-HS-COMMAND-CENTRE,CAP-HS-COMMAND-CENTRE,split_family_exact_page,split source family HS-HEALTH-SAFETY-DASHBOARD; inventory route_ids=none; route targets=none; inventory page_ids=PAGE-0377; page targets=CAP-HS-COMMAND-CENTRE; shared family envelope not promoted,Health and safety,,,Role-dependent,Source ownership only,source,implementation/usage,overlay/custom-usage,resources/js/pages/health-safety/dashboard.tsx:261:21,ReportIncidentDialog,exact static trigger relation,,Custom usage layer; separate and overlapping with primitive roots; never summed,Source-inferred,"Classifier sync: class=same_scope_state_handler; resolution=resolved; evidence=[{""credit_boundary"":""static pairing only"",""file"":""resources/js/pages/health-safety/dashboard.tsx"",""kind"":""named_state_open_handler"",""setter"":""setActiveWizard"",""source_sha256"":""2a7210a9931e60fc62ebe622a193c8c2431887853c99303c8ff5f170dc5d10bd"",""state_identifier"":""activeWizard"",""static_chain"":""state 148; onWorkflow/setter 248-257; launcher incident 37/72; bind 260""}]; reachable=true. Static AST/source classification only; menu visibility, interaction, keyboard behavior, focus restoration, scroll lock and runtime role/site availability were not executed unless separately linked in the browser matrix.",INCIDENT-RECOVERY-01
