"task_script_id","feature_id","module","actor","task","start_condition","goal","prerequisites","observed_or_inferred","validation_status","score_measurement_status","score_scale","discoverability","comprehension","learnability","efficiency","error_prevention","recovery","accessibility","safety_and_trust","consistency","cross_module_continuity","completion_time","step_count","required_field_count","decision_count","context_switches","dead_ends","recovery_path","target_scores","independent_review","finding_ids"
"TASK-CAP-MED-CLIENT-ALERT-CONFIGURATION","CAP-MED-CLIENT-ALERT-CONFIGURATION","EMAR","Authorised medication practitioner","Complete Client Alert Configuration and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-CLIENT-DOSE-ADMINISTRATION","CAP-MED-CLIENT-DOSE-ADMINISTRATION","EMAR","Authorised medication practitioner","Complete Client Dose Administration and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-CLIENT-EMERGENCY-CONTACTS","CAP-MED-CLIENT-EMERGENCY-CONTACTS","EMAR","Authorised medication practitioner","Complete Client Emergency Contacts and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-CLIENT-MEDICAL-CONDITION-LIFECYCLE","CAP-MED-CLIENT-MEDICAL-CONDITION-LIFECYCLE","EMAR","Authorised client-care practitioner","Complete Client Medical Condition Lifecycle and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; exact mutation routes are source-owned but current page entry is unproved.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct Site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-CLIENT-MEDICAL-PROFILE","CAP-MED-CLIENT-MEDICAL-PROFILE","EMAR","Authorised client-care practitioner","Complete Client Medical Profile and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; exact mutation routes are source-owned but current page entry is unproved.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct Site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-CLIENT-MONITORING-SETTINGS","CAP-MED-CLIENT-MONITORING-SETTINGS","EMAR","Authorised medication practitioner","Complete Client Monitoring Settings and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-COVERT-AUTHORISATION","CAP-MED-COVERT-AUTHORISATION","EMAR","Authorised medication practitioner","Complete Covert Authorisation and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-DESTRUCTION-REGISTER","CAP-MED-DESTRUCTION-REGISTER","EMAR","Authorised medication practitioner","Complete Destruction Register and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-CD-VOID-REVERSAL-01 | MED-RBAC-01"
"TASK-CAP-MED-EMAR-REPORT-DASHBOARD","CAP-MED-EMAR-REPORT-DASHBOARD","EMAR","Authorised medication practitioner","Complete Emar Report Dashboard and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-EMAR-WORKSPACE","CAP-MED-EMAR-WORKSPACE","EMAR","Authorised medication practitioner","Complete Emar Workspace and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","VIS-EMAR-CLINICAL-LEAD-MOBILE-OVERFLOW-01"
"TASK-CAP-MED-ERROR-REPORT-EVIDENCE","CAP-MED-ERROR-REPORT-EVIDENCE","EMAR","Authorised medication practitioner","Complete Error Report Evidence and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-ERROR-LIFECYCLE-TERMINAL-BYPASS-01"
"TASK-CAP-MED-ERROR-REVIEW-CLOSURE","CAP-MED-ERROR-REVIEW-CLOSURE","EMAR","Authorised medication practitioner","Complete Error Review Closure and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-ERROR-LIFECYCLE-TERMINAL-BYPASS-01"
"TASK-CAP-MED-GUIDED-ROUND-EXECUTION","CAP-MED-GUIDED-ROUND-EXECUTION","EMAR","Authorised medication practitioner","Complete Guided Round Execution and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-SCOPE-01"
"TASK-CAP-MED-HANDOVER-ACKNOWLEDGEMENT","CAP-MED-HANDOVER-ACKNOWLEDGEMENT","EMAR","Authorised medication practitioner","Complete Handover Acknowledgement and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-HANDOVER-AUTHORING-STATUS","CAP-MED-HANDOVER-AUTHORING-STATUS","EMAR","Authorised medication practitioner","Complete Handover Authoring Status and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-INR-MONITORING","CAP-MED-INR-MONITORING","EMAR","Authorised medication practitioner","Complete Inr Monitoring and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-MAR-CHART-REVIEW","CAP-MED-MAR-CHART-REVIEW","EMAR","Authorised medication practitioner","Complete Mar Chart Review and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-MEDICATION-ORDER-LIFECYCLE","CAP-MED-MEDICATION-ORDER-LIFECYCLE","EMAR","Authorised medication practitioner","Complete Medication Order Lifecycle and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-ORDER-ERASURE-01 | MED-SCOPE-01 | MED-VERIFY-01"
"TASK-CAP-MED-MEDICATION-ORDER-VERIFICATION","CAP-MED-MEDICATION-ORDER-VERIFICATION","EMAR","Authorised medication practitioner","Complete Medication Order Verification and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-VERIFY-01"
"TASK-CAP-MED-MY-DAY-DOSE-QUICK-ACTIONS","CAP-MED-MY-DAY-DOSE-QUICK-ACTIONS","EMAR","Authorised medication practitioner","Complete My Day Dose Quick Actions and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-OPERATIONAL-REPORT","CAP-MED-OPERATIONAL-REPORT","EMAR","Authorised medication practitioner","Complete Operational Report and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-PHARMACY-ORDER-LIFECYCLE","CAP-MED-PHARMACY-ORDER-LIFECYCLE","EMAR","Authorised medication practitioner","Complete Pharmacy Order Lifecycle and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-RBAC-01"
"TASK-CAP-MED-PRESCRIPTION-COUNTERSIGN","CAP-MED-PRESCRIPTION-COUNTERSIGN","EMAR","Authorised medication practitioner","Complete Prescription Countersign and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-PRESCRIPTION-LIFECYCLE","CAP-MED-PRESCRIPTION-LIFECYCLE","EMAR","Authorised medication practitioner","Complete Prescription Lifecycle and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review","MED-SCOPE-01"
"TASK-CAP-MED-PRN-EFFECTIVENESS-REVIEW","CAP-MED-PRN-EFFECTIVENESS-REVIEW","EMAR","Authorised medication practitioner","Complete Prn Effectiveness Review and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-REVIEW-ACTION-CLOSURE","CAP-MED-REVIEW-ACTION-CLOSURE","EMAR","Authorised medication practitioner","Complete Review Action Closure and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-REVIEW-AUTHORING","CAP-MED-REVIEW-AUTHORING","EMAR","Authorised medication practitioner","Complete Review Authoring and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
"TASK-CAP-MED-ROUND-OPERATIONS","CAP-MED-ROUND-OPERATIONS","EMAR","Authorised medication practitioner","Complete Round Operations and verify persisted completion and hand-off evidence","Authorised representative actor and resettable synthetic prerequisite; target entry is target-supported exact/shared relation retained in the working manifest; not necessarily exclusive ownership.","Authoritative persisted outcome, provenance, downstream effect and next owner or terminal state.","Representative account; correct site/ownership/parent relation; resettable fixture; wrong-object denial fixtures.","Source-derived final-ID task; runtime unverified","Blocked—source-derived final-ID task exists; 0/790 representative-role tasks executed; independent semantic/usability review pending","Not measured","0-5; blank means not measured","","","","","","","","","","","Not measured","5 source-bound steps; rendered/conditional count not measured","Not measured","Not measured","Not measured","Not measured","Wrong-object denial; validation preservation; concurrency/replay at-most-once; queued/failure visibility; authorised correction/reversal. Exact runtime paths unverified.","{""all_dimensions"":null,""safety_critical_error_prevention_and_trust"":null}","Blocked—no representative-user task execution or independent score review",""
